isco08,t_1A1f1,t_1A2a2,t_2B1a,t_4A2a4,t_4A2b2,t_4A3a3,t_4A3a4,t_4A4a1,t_4A4a4,t_4A4b4,t_4A4b5,t_4C2d1g,t_4C2d1i,t_4C3b4,t_4C3b7,t_4C3d3,t_4C3b8_rev,t_4C1a2l_rev,t_4A4a5_rev,t_4A4a8_rev,t_4A1b2_rev,t_4A3a2_rev,t_4A3b4_rev,t_4A3b5_rev
8181,1.985,3.354166666666667,2.68875,3.185,2.8275,4.27,3.49375,2.78,2.967916666666667,2.765416666666667,2.701666666666666,3.995833333333334,3.345,4.046666666666667,3.443333333333333,3.648333333333333,2.4758334,1.4729166,3.355,4.2533331,2.0104167,1.9974999,2.8083334,3.5487499
8182,2,3.12,2.88,3.96,3.69,4.25,3.27,3.42,3.65,2.82,3.44,3.94,3.09,3.83,3.74,3.01,2.03,1.78,3.1700001,3.9100001,1.27,2.5599999,1.72,2.4400001
8183,2,3.12,2.88,3.4,3.22,3.44,3.33,2.77,2.99,2.87,2.98,4.55,4.11,4.41,3.97,4.6,2.4100001,1.8200001,2.98,4.0900002,2.1800001,2.21,3.0799999,3.74
8189,1.815,3.2475,2.815,2.8125,2.69,4.37,3.415,2.8975,3.3175,2.56,2.835,4.18,3.06,4.16,3.545,3.985,2.3800001,1.87,3.2049999,4.2075,1.905,1.9525,2.8175001,3.2674999
8211,2,3.5,2.815,3.03,3.365,4.24,2.965,2.565,3.51,2.595,2.68,4.765000000000001,3.84,4.470000000000001,3.33,2.525,2.29,1.245,3.46,4.23,2.0599999,1.9449999,3.0549998,3.165
8212,1.405,3.3775,2.6225,3.0525,2.8575,3.5625,2.24,2.76,3.1,2.375,2.8125,4.4825,3.735,4.405,3.3675,2.54,2.2424998,1.4549999,3.3975,3.9825001,2.2350001,2.3625,3.2450001,3.4575
8219,1.62,3.75,3,3.05,2.54,3.76,2.16,2.59,3.5,2.79,3.23,4.69,3.88,4.66,2.81,2.86,2.4400001,1.1900001,3.51,4.3099999,1.84,1.62,3.4200001,3.5699999
8311,3.21,3.46,2.916666666666667,3.12,2.606666666666667,4.186666666666667,4.569999999999999,3.043333333333333,3.18,2.61,2.943333333333333,4.57,3.94,4.250000000000001,3.633333333333333,2.85,2.5966666,1.5433333,3.2866666,3.2166667,1.63,2.6466668,3.2366667,3.72
8312,2.5,2.75,2.88,2.77,2.16,3.34,2.74,2.59,3.06,2.39,2.6,3.15,3,4.06,3.68,2.87,2.6300001,1.09,3.3800001,3.52,1.8200001,2.3599999,4.2399998,4.48
8321,2.75,3.12,2.75,2.56,2.09,2.68,3.98,2.34,3.35,1.41,1.41,3.64,3.7,4.14,3.48,1.44,1.85,1.28,3.4100001,3.3,3.99,2.3900001,4.1300001,4.2600002
8322,3.08,2.96,3,2.96,2.976666666666667,2.803333333333333,4.366666666666666,2.996666666666667,3.28,2.136666666666667,2.253333333333333,3.976666666666667,3.51,4.14,3.516666666666666,1.896666666666667,2.1633334,1.6366667,3.0133333,2.1633332,2.6200001,1.9866667,3.6466668,3.9133334
8331,3.13,3.75,3.12,2.84,2.02,3.54,4.44,2.81,3.22,1.88,2.42,4.55,4.34,4.46,3.84,3.47,3.3199999,2.27,2.96,2.01,1.89,3.02,3.5,3.76
8332,3.75,3.12,2.75,3.15,2.86,3.8,4.58,3,3.34,2.26,2.32,4.08,3.27,3.94,2.94,2.8,2.23,2,3.3299999,2.5899999,1.7,2.5999999,2.9000001,3.8399999
8341,2.625,3.12,2.815,2.28,3.17,4.390000000000001,4.555,2.62,3.98,3.3,2.99,4.195,3.1,3.755,3.055,4.02,2.1500001,1.705,2.55,3.9349999,1.855,2.0450001,1.9400001,3.3150001
8342,2.845,3.28,2.625,2.9125,3.095,4.484999999999999,4.0975,2.86,3.2675,2.8525,2.912500000000001,4.5275,3.915,3.665,2.7075,3.37,2.2725,1.3375,3.2674999,3.3699999,1.6800001,2.085,2.0575001,3.7375
8343,2.3125,3.03,2.81,2.61,2.73,3.655,3.245,2.8725,3.0825,2.695,2.885,3.8875,3.54,4.0425,3.2375,3.0325,2.125,1.4549999,3.2950001,3.04,2.1524999,2.6500001,2.9375,3.7325001
8344,3.12,3.5,2.75,2.81,2.89,3.56,4.59,2.56,3.62,2.76,3.14,4.56,3.61,4.59,3.26,2.8,2.0699999,1.5,2.78,3.29,1.63,1.92,3.45,3.9200001
8350,3.375,3.625,3,3.105,3.02,3.695,4.285,2.475,3.33,3.27,2.56,4.205,3.02,3.585,3.235,2.52,2.1300001,1.395,3.0050001,2.8299999,1.645,1.98,2.085,3.6099999
9111,1,2.75,2.88,2.19,2.19,2.46,1.53,2.8,2.83,2.08,2.55,4.04,4.77,3.63,2.74,1.8,2.6600001,1.59,2.5999999,2.6900001,3.1500001,2.8299999,3.7,3.98
9112,1.46,2.956666666666667,2.67,1.94,2.18,2.63,2.313333333333333,2.28,2.82,1.97,2.286666666666667,3.993333333333334,3.836666666666666,3.776666666666667,2.78,1.953333333333333,2.3666668,1.5933334,3.3133333,3.2833333,2.9966667,2.79,3.9633334,4.2733331
9121,1,3.62,2,2.14,2.74,3.9,2.28,2.32,1.83,1.93,2.43,4.24,3.68,4.07,2.84,4.19,2.05,1.92,3.02,3.8099999,2.6400001,2.21,3.23,3.77
9122,2,3.12,2.38,1.7,2.03,2.76,3.35,2.2,2.69,1.97,2.01,3.95,3.37,3.77,2.88,2.25,2.52,1.42,3.9000001,3.9100001,3.02,2.99,4.1799998,4.3499999
9123,1.38,3,2.75,1.93,2.32,2.67,2.06,1.84,2.94,1.86,2.3,3.99,3.37,3.93,2.72,1.81,1.92,1.77,3.4400001,3.25,2.8199999,2.55,4.0100002,4.4899998
9129,2.62,3.75,2.75,2.59,2.92,3.38,4.38,3.21,3.39,1.88,2.6,4.29,3.54,3.39,2.97,2.87,2.25,1.29,3.6700001,2.6199999,2.5,2.4400001,2.8599999,3.9100001
9211,2.12,3.19,2.69,1.79,2.15,2.63,2.2,1.9,2.87,2.1,2.19,4.41,3.38,3.44,2.29,3.14,2.3900001,1.71,3.9200001,3.6800001,3.51,2.4400001,3.99,4.77
9212,2.5,3.12,2.62,3.05,2.71,3.46,3.77,2.57,3.38,3,2.5,3.18,3,3.37,2.76,1.52,2.0699999,1.8099999,3.24,2.9200001,2.6199999,2.27,3.2,3.79
9213,2.31,3.155,2.655,2.42,2.43,3.045,2.985,2.235,3.125,2.55,2.345,3.795,3.19,3.405,2.525,2.33,2.23,1.76,3.5799999,3.3000002,3.0650001,2.355,3.595,4.2799997
9214,2.12,3.285,2.595,2.035,2.765,3.21,2.77,1.815,3.26,2.02,2.665,4.34,3.28,3.315,2.285,3.495,2.6100001,1.865,3.3050001,3.71,3.03,2.27,3.3,4.605
9215,2.88,3.25,2.88,3.64,3.94,3.13,4.05,3.34,3.96,2.89,2.84,2.74,2.82,3.65,3.04,1.83,1.8200001,1.24,3.1400001,1.75,2.5699999,2.1199999,2.74,3.1500001
9216,2.5,3.12,2.62,3.05,2.71,3.46,3.77,2.57,3.38,3,2.5,3.18,3,3.37,2.76,1.52,2.0699999,1.8099999,3.24,2.9200001,2.6199999,2.27,3.2,3.79
9311,3,4,2.75,3.71,3.43,4.74,4.7,3.97,3.43,3.46,3.88,4.44,4.08,3.94,3.13,3.91,1.97,1.1799999,2.1500001,3.74,1.6,1.25,1.45,2.5999999
9312,2.75,3.5,2.815,3.175,3.495,3.8,4.245,3.275,3.87,3.255,3.025,4.42,4.065,4.01,3.405,3.495,2.28,1.155,2.5450001,2.575,1.6900001,2.335,2.835,3.8099999
9313,2.195714285714286,3.537142857142857,2.641428571428572,2.831428571428571,3.222857142857143,3.358571428571429,3.557142857142857,2.802857142857142,3.184285714285714,2.642857142857143,2.728571428571428,4.55,3.654285714285714,3.87,2.88,2.698571428571429,2.7571428,1.3342857,3.1699998,3.4714286,1.9542857,2.0542858,2.8728571,3.3828571
9321,1.88,3,2.12,3.37,2.73,3.22,2.51,2.97,3.53,2.89,3.44,4.06,3.88,4.32,3.87,3.04,2.6400001,1.4400001,2.6500001,3.6900001,1.74,1.67,2.8800001,3.3
9329,1.773333333333333,3.228333333333333,2.54,2.416666666666667,2.221666666666666,3.923333333333333,3.028333333333333,2.398333333333333,2.928333333333333,2.213333333333333,2.43,4.44,3.736666666666667,3.836666666666667,3.136666666666667,3.563333333333334,2.6183333,1.75,3.5033333,3.9166667,2.5166667,1.8333334,3.1200001,3.8649998
9331,2.75,3.12,2.75,2.56,2.09,2.68,3.98,2.34,3.35,1.41,1.41,3.64,3.7,4.14,3.48,1.44,1.85,1.28,3.4100001,3.3,3.99,2.3900001,4.1300001,4.2600002
9333,2.405,3.5925,2.56,3.14,2.8725,3.885,3.8875,2.8125,2.9475,2.74,2.8,4.34,3.635,4.05,3.735,3.135,2.2424998,1.3899999,3.425,3.635,1.9250001,1.78,2.855,3.6974998
9411,1,2.94,2.815,2.46,2.975,2.605,2.02,2.355,2.4,2.535,2.61,3.2,3.02,4.035,2.71,2.475,2.9299998,1.4000001,3.6500001,3.01,3.2449999,2.79,3.8300002,4.1500001
9412,1.666666666666667,3.416666666666667,2.79,2.74,2.933333333333334,2.993333333333334,2.246666666666667,2.586666666666666,3.47,2.85,3.173333333333333,3.54,3.703333333333333,3.67,2.903333333333333,2.486666666666667,2.6966667,1.92,2.6166666,2.55,2.5533333,2.3166666,3.6300001,3.7333333
9520,1.25,1.25,3.75,1.88,2.88,1.42,2.13,2.57,4.26,3.39,3.65,2.43,1.79,2.96,2.04,1.04,1.25,1.86,3.46,1.54,4.4200001,3.6199999,4.8800001,4.71
9611,2.5,3.12,2.88,2.62,3.01,4.28,4.59,2.01,2.88,2.07,2.46,4.98,4.64,4.38,3.86,2.5,1.67,2.53,3.24,2.6400001,1.4,1.97,2.54,2.97
9612,2.5,3.12,2.88,2.62,3.01,4.28,4.59,2.01,2.88,2.07,2.46,4.98,4.64,4.38,3.86,2.5,1.67,2.53,3.24,2.6400001,1.4,1.97,2.54,2.97
9621,2.685,3,2.815,2.74,2.49,3.095,4.125,2.59,3.435,2.05,2.355,3.35,3.12,3.715,3.3,1.715,2.01,1.5650001,2.665,2.3099999,2.98,2.02,3.7449999,4.1800003
9622,2.12,3.456666666666667,2.75,2.956666666666667,3.013333333333334,3.663333333333334,3.556666666666667,2.533333333333333,3.513333333333333,2.516666666666667,2.956666666666667,4.223333333333334,3.216666666666667,3.94,3.236666666666667,2.45,2.1099999,1.1966667,3.1833334,4.1166668,1.8533334,2.03,2.0166667,2.6500001
9623,2.065,3.25,2.685,2.76,2.44,2.5,3.57,2.4,3.07,1.71,2.05,4.31,3.79,4.19,3.975,2.56,2.22,2.3800001,3.7649999,2.7550001,2.6300001,2.655,3.1599998,3.395
9624,2.06,3.435,2.5,2.43,2.305,3.92,3.625,2.335,2.825,2.57,2.53,4.37,3.47,3.64,3.02,2.71,2.375,1.6199999,3.7199998,3.1900001,2.4100001,1.6900001,3.25,3.8849998
9629,1.748,2.6,3.076,2.054,2.462,2.696,1.91,2.316,3.316,2.14,2.392,3.544,3.288,3.62,2.912,1.968,2.7260001,1.46,3.2319999,2.164,2.928,3.164,4.066,3.9719999
