Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
1878,4 BHK Ready to Occupy Flat for sale in Rustomjee Crown Prabhadevi,"This exquisite 4 BHK Flat is offered for sale in Prabhadevi, Mumbai. Strategically situated in the Rustomjee Crown site, it is placed at a prime location. This is a desirable apartment for resale. This apartment in one of the significant areas of Prabhadevi is ready to move, and can be purchased at the best price of INR 11.75 Cr. The apartment is unfurnished. Some neighbouring landmarks are well ventilated apartment with open views, near by commercial spaces.",11.75 Cr ,55952,mumbai,2100 sqft,Ready to Move,23 out of 68,Resale,Unfurnished,West,"Garden/Park, Main Road",Rustomjee Crown,3,,3 Covered,Freehold,,,
1879,2 BHK Ready to Occupy Flat for sale Borivali,This ready to move-in 2 BHK flat is available for sale at the premium Borivali in Mumbai. This is one of the best properties available for resale. The ready to move flat in the prime area of Borivali is available at a reasonable price of INR 2.11 Cr. The apartment is unfurnished.,2.11 Cr ,,mumbai,669 sqft,Ready to Move,6 out of 7,Resale,Unfurnished,North,Main Road,,2,,,Co-operative Society,,,
1880,3 BHK Ready to Occupy Flat for sale in Kabra Metro One Seven Bungalows,"Discover this immaculate 3 BHK flat for sale at the pristine Seven Bungalows in Mumbai. It is based at Kabra Metro One complex, that occupies a prominent place in the locality. This flat is an attractive property for resale. The ready to move flat in the prime area of Seven Bungalows is available at a reasonable price of INR 4.60 Cr. The flat is unfurnished and makes for an ideal choice for any family. The prime landmarks near this property are opp bon bon.",4.60 Cr ,27300,mumbai,1000 sqft,Ready to Move,9 out of 21,Resale,Unfurnished,East,Main Road,Kabra Metro One,3,,1 Covered,Co-operative Society,,,
1881,4 BHK Ready to Occupy Flat for sale in Omkar 1973 Worli,"Carefully laid out in the prime location of Worli in Mumbai, this spacious 4 BHK flat on sale is a meticulously planned project. Situated in the Omkar 1973 township, it has a prime location. This apartment is a property of choice for sale. Located in Worli, this ready to move apartment is sold at a fair selling price of INR 12 Cr. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. The property is constructed with proximity to major landmarks like prabhadevi, lower parel, annie basant road, worli sea face, sealink.",12 Cr ,27593,mumbai,2636 sqft,Ready to Move,25 out of 67,New Property,Unfurnished,West,Main Road,Omkar 1973,5,7,3 Covered,Leasehold,,,
1882,1 BHK Ready to Occupy Flat for sale Dahanukar wadi kandivali west mumbai 67 Mumbai,"This magnificent 1 BHK Flat is available for sale in Dahanukar wadi kandivali west mumbai 67, Mumbai. This ready to move flat located in Dahanukar wadi kandivali west mumbai 67 is available for purchase at a fair price of INR 63 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities.",63 Lac ,,mumbai,350 sqft,Ready to Move,1 out of 4,,Unfurnished,,,,1,,,,,,
1883,1 BHK Ready to Occupy Flat for sale in Mahalaxmi Nagar Naigaon East,"Have a look at this immaculate 1 BHK flat for sale in Naigaon East, Mumbai. It is based at Mahalaxmi Nagar complex, that occupies a prominent place in the locality. This is one of the best properties available for sale. Available at a reasonable selling price of INR 33 Lac, this ready to move apartment in Naigaon East is a great buy. It is a unfurnished apartment. Prominent landmarks in and around this locality are vasai east.",33 Lac ,7674,mumbai,390 sqft,Ready to Move,5 out of 22,New Property,Unfurnished,East,"Garden/Park, Main Road",Mahalaxmi Nagar,1,1,1 Open,Freehold,,,
1884,2 BHK Ready to Occupy Flat for sale Virar West,"This beautiful 2 BHK Flat is available for sale in Virar West, Mumbai. This flat for resale has a desirable location. This ready to move flat located in Virar West is available for purchase at a fair price of INR 43 Lac. The flat is sold in unfurnished condition.",43 Lac ,4954,mumbai,,Ready to Move,5 out of 7,Resale,Unfurnished,,Garden/Park,,2,,,,868 sqft,,
1885,1 BHK Ready to Occupy Flat for sale Vile Parle East,"Creatively planned and constructed is a 1 BHK flat for sale in Vile Parle East, Mumbai. Invest your valuable money in this flat that is for sale. This ready to move flat in Vile Parle East is available for a reasonable price of INR 1.90 Cr. The flat is semi-furnished and makes for an ideal choice for any family. Some of the landmarks in the vicinity include pm road.",1.90 Cr ,25333,mumbai,430 sqft,Ready to Move,9 out of 12,New Property,Semi-Furnished,West,Main Road,,2,,1 Covered,Co-operative Society,,,
1886,1 BHK Ready to Occupy Flat for sale Pratiksha Nagar Vakola,"Creatively planned and constructed is a 1 BHK flat for sale in Pratiksha Nagar Vakola, Mumbai. This apartment for resale is a great choice. This ready to move property in Pratiksha Nagar Vakola is readily available within an affordable cost of INR 60 Lac. It is a furnished apartment.",60 Lac ,24000,mumbai,225 sqft,Ready to Move,2 out of 7,Resale,Furnished,,,,1,,,,,,
1887,4 BHK Ready to Occupy Flat for sale Chembur,Discover this immaculate 4 BHK flat for sale at the pristine Chembur in Mumbai. This flat for resale is just the type of property you have been searching for! This ready to move flat in Chembur can be availed at a reasonable price of INR 3.50 Cr. You will find it unfurnished. The flat is in close proximity to prominent landmarks like eastern express highway.,3.50 Cr ,31703,mumbai,850 sqft,Ready to Move,2 out of 13,Resale,Unfurnished,East,"Garden/Park, Main Road",,4,1,,Freehold,,,
1888,3 BHK Ready to Occupy Flat for sale in Rivali Park Magathane,"Carefully laid out in the prime location of Magathane in Mumbai, this spacious 3 BHK flat on sale is a meticulously planned project. Well-tucked in the Rivali Park township, the property is easily accessible. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! The ready to move flat in the prime area of Magathane is available at a reasonable price of INR 4.10 Cr. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. Prominent landmarks in and around this locality are nearby western express highway.",4.10 Cr ,30281,mumbai,1154 sqft,Ready to Move,8 out of 11,Resale,Unfurnished,East,"Garden/Park, Main Road",Rivali Park,2,1,1 Covered,Freehold,,,
1889,2 BHK Ready to Occupy Flat for sale in Ganga Laxmi Sadan Chembur,"One can find this stunning 2 BHK flat for sale in Chembur, Mumbai. This flat is placed in a marvellous location within the Ganga Laxmi Sadan complex. This flat for resale is a choice property. This apartment ready to move in the Chembur is available for an attractive price of?INR 1.80 Cr. The flat is sold in unfurnished condition. The property is strategically placed near prominent places as near acres club sindhi society. which make for the smooth living of residents.",1.80 Cr ,18000,mumbai,700 sqft,Ready to Move,7 out of 7,Resale,Unfurnished,East,Main Road,Ganga Laxmi Sadan,2,,1 Covered,Freehold,,,
1890,2 BHK Ready to Occupy Flat for sale in Panchsheel Residency Mahavir Nagar Borivali West,"Up for immediate sale is a 2 BHK apartment in Mahavir Nagar Borivali West, Mumbai. Don't miss this bargain flat for sale. It is in a prime location within the Panchsheel Residency. This is a desirable apartment for resale. This apartment in one of the significant areas of Mahavir Nagar Borivali West is ready to move, and can be purchased at the best price of INR 2.10 Cr. It is semi-furnished to accommodate your needs.",2.10 Cr ,,mumbai,650 sqft,Ready to Move,2 out of 8,Resale,Semi-Furnished,North,Garden/Park,Panchsheel Residency,2,,1 Open,Co-operative Society,,,
1891,3 BHK Ready to Occupy Flat for sale in DLH The Park Residences Andheri West,"Up for immediate sale is a 3 BHK apartment in Andheri West, Mumbai. Don't miss this bargain flat for sale. It is housed in the well-planned Dlh The Park Residences township in an advantageous location. This apartment for resale is a great choice. The ready to move flat in the prime area of Andheri West is available at a reasonable price of INR 5 Cr. The apartment is unfurnished. Landmarks near the apartment include green park oshiwara.",5 Cr ,33333,mumbai,1118 sqft,Ready to Move,25 out of 41,Resale,Unfurnished,North,"Pool, Garden/Park, Main Road",DLH The Park Residences,3,1,,Freehold,,,
1892,3 BHK Ready to Occupy Flat for sale Hiranandani Gardens,"This lovely 3 BHK Flat in Hiranandani Gardens, Mumbai is up for sale. This apartment for sale is a great choice. This ready to move flat in Hiranandani Gardens comes at an affordable price of INR 5.20 Cr. This contemporary apartment is semi-furnished.",5.20 Cr ,46018,mumbai,1130 sqft,Ready to Move,9 out of 21,New Property,Semi-Furnished,,,,3,4,,,,,
1893,2 BHK Ready to Occupy Flat for sale in Primeria Vile Parle East,"This magnificent 2 BHK Flat is available for sale in Vile Parle East, Mumbai. The property is ideally located in a strategic location in Primeria township. This flat is an attractive property for sale. This ready to move flat located in Vile Parle East is available for purchase at a fair price of INR 3.36 Cr. The year and month of possession of this flat is Aug '23. Available in unfurnished state, this flat is a great buy. Some neighbouring landmarks are opposite mtnl , sant muktabai road , navpada , vile parle east..",3.36 Cr ,32000,mumbai,760 sqft,Ready to Move,7 out of 12,New Property,Unfurnished,East,Main Road,Primeria,2,1,1 Covered,Freehold,,,
1894,2 BHK Ready to Occupy Flat for sale in Royal Palms Diamond Isle Phase II Goregaon East,2 BHK flat available for sale in Mumbai in the prime location of Goregaon East. It is housed in the well-planned Royal Palms Diamond Isle Phase Ii township in an advantageous location. This apartment is a property of choice for resale. This ready to move flat in Goregaon East can be taken at a very economical pricing of INR 65 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. The flat is in close proximity to prominent landmarks like film city and powai.,65 Lac ,8333,mumbai,625 sqft,Ready to Move,8 out of 16,Resale,Semi-Furnished,East,"Pool, Garden/Park, Main Road",Royal Palms Diamond Isle Phase II,2,,,,,,
1895,2 BHK Ready to Occupy Flat for sale in Tridhaatu Apartment Chembur,"Discover this immaculate 2 BHK flat for sale at the pristine Chembur in Mumbai. Located in the Tridhaatu Apartment township, the flat enjoys access to the prime spots in the city. This is one of the best properties available for sale. In Chembur, this ready to move flat is available at an attractive price of INR 1.90 Cr. The spacious apartment is unfurnished. off, waman tukaram patil marg, opp. dukes factory, chembur, are some major landmarks near the apartment.",1.90 Cr ,16212,mumbai,650 sqft,Ready to Move,12 out of 20,New Property,Unfurnished,East,"Garden/Park, Main Road",Tridhaatu Apartment,2,,1 Covered,Freehold,,,
1896,3 BHK Ready to Occupy Flat for sale in Godrej Platinum Vikhroli East,"This lovely 3 BHK Flat in Vikhroli East, Mumbai is up for sale. The property is ideally located in a strategic location in Godrej Platinum township. This flat for resale is a choice property. This apartment in one of the significant areas of Vikhroli East is ready to move, and can be purchased at the best price of INR 6 Cr. It is unfurnished to accommodate your needs. The property is strategically placed near prominent places as the property is located at off eastern express highway vikhroli east which make for the smooth living of residents.",6 Cr ,35928,mumbai,1390 sqft,Ready to Move,20 out of 28,Resale,Unfurnished,North - East,Main Road,Godrej Platinum,3,1,2 Covered,Freehold,,,
1897,1 BHK Ready to Occupy Flat for sale in Anutham Mulund East,"One can find this stunning 1 BHK flat for sale in Mulund East, Mumbai. The property is ideally located in a strategic location in Anutham township. This flat is an attractive property for resale. The ready to move flat in the prime area of Mulund East is available at a reasonable price of INR 1.50 Cr. The flat is semi-furnished and is suitable for any family size.",1.50 Cr ,20548,mumbai,500 sqft,Ready to Move,11 out of 21,Resale,Semi-Furnished,East,"Pool, Garden/Park, Main Road",Anutham,2,,1 Covered,Co-operative Society,,,
1898,1 BHK Ready to Occupy Flat for sale in Ajmera I Land Wadala,"Discover this immaculate 1 BHK flat for sale at the pristine Wadala in Mumbai. Ideally situated in the Ajmera I Land township it enjoys a prime location. Invest your valuable money in this flat that is for sale. In Wadala, this ready to move flat is available at an attractive price of INR 1 Cr. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience.",1 Cr ,17857,mumbai,,Ready to Move,20 out of 22,New Property,Semi-Furnished,,,Ajmera I Land,2,,,,560 sqft,,
1899,1 BHK Ready to Occupy Flat for sale in Ajmera I Land Wadala,"This ready to move-in 1 BHK flat is available for sale at the premium Wadala in Mumbai. Enjoying a prime location, this property is housed in the Ajmera I Land society. This flat all equipped with required facilities, is up for sale. This ready to move flat in Wadala comes at an affordable price of INR 1.55 Cr. You will find it unfurnished.",63.2 Lac ,18866,mumbai,,Ready to Move,12 out of 22,New Property,Unfurnished,,,Ajmera I Land,2,,,,335 sqft,,
1900,2 BHK Ready to Occupy Flat for sale Bhakti Park,"Bhakti Park, Mumbai has an attractive 2 BHK Flat for sale. Your hunt for the perfect apartment for sale comes to an end here. This ready to move flat in Bhakti Park can be taken at a very economical pricing of INR 2.50 Cr. The apartment is semi-furnished.",2.50 Cr ,19841,mumbai,,Ready to Move,20 out of 42,New Property,Semi-Furnished,,,,2,,,,1260 sqft,,
1901,2 BHK Ready to Occupy Flat for sale in Ajmera I Land Wadala,"This lovely 2 BHK Flat in Wadala, Mumbai is up for sale. Located in the Ajmera I Land township, the flat enjoys access to the prime spots in the city. This flat all equipped with required facilities, is up for resale. This ready to move flat in Wadala is available for a reasonable price of INR 2.68 Cr. The spacious apartment is semi-furnished.",2.68 Cr ,19852,mumbai,,Ready to Move,12 out of 40,Resale,Semi-Furnished,,,Ajmera I Land,2,,,,1350 sqft,,
1902,2 BHK Ready to Occupy Flat for sale Khar West,"Khar West, Mumbai has an appealing 2 BHK flat for sale with various amenities. This flat for resale is a choice property. This apartment in one of the significant areas of Khar West is ready to move, and can be purchased at the best price of INR 3.11 Cr. The apartment is semi-furnished. Some neighbouring landmarks are near madhu park and close proximity to sv raod..",3.11 Cr ,41467,mumbai,700 sqft,Ready to Move,4 out of 6,Resale,Semi-Furnished,,Main Road,,2,,1 Open,Freehold,,,
1903,2 BHK Ready to Occupy Flat for sale in Videocon Tower Thakur Complex,"This beautiful 2 BHK Flat is available for sale in Thakur Complex, Mumbai. Situated in the excellent Videocon Tower township. The flat enjoys a prime location. Invest your valuable money in this flat that is for resale. In Thakur Complex, this ready to move flat is available at an attractive price of INR 1.78 Cr. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level. Some neighbouring landmarks are thakur complex, kandivali east 400101.",1.78 Cr ,16952,mumbai,730 sqft,Ready to Move,7 out of 27,Resale,Semi-Furnished,East,Garden/Park,Videocon Tower,2,,1 Covered,Freehold,,,
